fullname,category,article_number,images,Footing,Armrests,Gas_lift,Mechanism,Features,Rollers,Specifications,Extras,Metadata,Link_arm
Кресло UTFC Мориока М-242 красный пластик (красный),,M242_morioka_red,https://utfc.ru/upload/resize_cache/iblock/3b8/140_140_0/zkkx9hngyjuam1o4qxixd03fardz94cw.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/567/ezndx6w92hx52gxreyeoo1qz8w034sc7.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9d1/v2n1264yksfowi8axdk25m3lfpf72lzj.webp; https://utfc.ru/upload/resize_cache/iblock/567/140_140_0/ezndx6w92hx52gxreyeoo1qz8w034sc7.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/13d/73drdp5ptcpwjevwcan38uj8kalkhwoz.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b77/ooxtqav4na0q0fiwgqs3v738c8jru1f8.webp; https://utfc.ru/upload/resize_cache/iblock/9d1/140_140_0/v2n1264yksfowi8axdk25m3lfpf72lzj.png; https://utfc.ru/upload/resize_cache/iblock/13d/140_140_0/73drdp5ptcpwjevwcan38uj8kalkhwoz.png; https://utfc.ru/upload/resize_cache/iblock/b77/140_140_0/ooxtqav4na0q0fiwgqs3v738c8jru1f8.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3b8/zkkx9hngyjuam1o4qxixd03fardz94cw.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""570 мм"", ""Высота:"": ""1130-1230 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m242_morioka_red/
Кресло UTFC Осака М-201 серый пластик (серый),,M201_osaka_gr,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/999/18akjefmfekgov97zc9igx5h28shdgof.webp; https://utfc.ru/upload/resize_cache/iblock/fee/140_140_0/sg7etm932aq04iu8gmn7sqhskyh2ni6e.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/bd1/ni0r9ybhcxxf6q8jy4x1ldaj04vvxvjc.webp; https://utfc.ru/upload/resize_cache/iblock/bd1/140_140_0/ni0r9ybhcxxf6q8jy4x1ldaj04vvxvjc.png; https://utfc.ru/upload/resize_cache/iblock/54e/140_140_0/6o0te125ddwzz5ng5mlsckmv1u96782s.png; https://utfc.ru/upload/resize_cache/iblock/999/140_140_0/18akjefmfekgov97zc9igx5h28shdgof.png; https://utfc.ru/upload/resize_cache/iblock/788/140_140_0/ialz1ts2lu943lsc56lyad2q787itoml.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/fee/sg7etm932aq04iu8gmn7sqhskyh2ni6e.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/54e/6o0te125ddwzz5ng5mlsckmv1u96782s.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/788/ialz1ts2lu943lsc56lyad2q787itoml.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""545 мм"", ""Высота:"": ""1130-1250 мм"", ""Глубина:"": ""690 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""630 мм"", ""Высота упаковки:"": ""630 мм"", ""Глубина упаковки:"": ""370 мм"", ""Вес брутто:"": ""14,7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,15 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""630 мм"", ""Высота упаковки:"": ""630 мм"", ""Глубина упаковки:"": ""370 мм"", ""Вес брутто:"": ""14,7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,15 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m201_osaka_gr/
Кресло UTFC Осака М-201 красный пластик (красный),,M201_osaka_red,https://utfc.ru/upload/resize_cache/iblock/dde/140_140_0/idp0on9b6x31h39vnhgl50ja0askw810.png; https://utfc.ru/upload/resize_cache/iblock/bb4/140_140_0/ikaasrw96zaabe9hl6c538lyex5jlyg6.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/213/8jlq9lt7sq0k4fe7ejt8l7a1s0i3nyui.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/1ff/2rmeud1aii2phgrv2sqkdehkvd3adpli.webp; https://utfc.ru/upload/resize_cache/iblock/213/140_140_0/8jlq9lt7sq0k4fe7ejt8l7a1s0i3nyui.png; https://utfc.ru/upload/resize_cache/iblock/1ff/140_140_0/2rmeud1aii2phgrv2sqkdehkvd3adpli.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8e2/kctcmmsgm1h5acx5uvxe87hpz2bjp011.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/dde/idp0on9b6x31h39vnhgl50ja0askw810.webp; https://utfc.ru/upload/resize_cache/iblock/8e2/140_140_0/kctcmmsgm1h5acx5uvxe87hpz2bjp011.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/bb4/ikaasrw96zaabe9hl6c538lyex5jlyg6.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""545 мм"", ""Высота:"": ""1130-1250 мм"", ""Глубина:"": ""690 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""630 мм"", ""Высота упаковки:"": ""630 мм"", ""Глубина упаковки:"": ""370 мм"", ""Вес брутто:"": ""14,7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,15 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""630 мм"", ""Высота упаковки:"": ""630 мм"", ""Глубина упаковки:"": ""370 мм"", ""Вес брутто:"": ""14,7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,15 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m201_osaka_red/
Кресло UTFC Мориока М-242 зеленый пластик (зеленый),,M242_morioka_green,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c99/vr4ex1xtm4xoxhwjemrp36ghyfh4yhxb.webp; https://utfc.ru/upload/resize_cache/iblock/c99/140_140_0/vr4ex1xtm4xoxhwjemrp36ghyfh4yhxb.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/1e9/wbb0erg1tx8y4tjxg7puvtv62hi2achp.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/473/rzzwrptkx17j8oggwsupcz129r8xsuxd.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4d6/gmssa365vnt9h8do0twv21kjyvj7xtry.webp; https://utfc.ru/upload/resize_cache/iblock/1e9/140_140_0/wbb0erg1tx8y4tjxg7puvtv62hi2achp.png; https://utfc.ru/upload/resize_cache/iblock/c7a/140_140_0/go9su03wodbfbz8e8xb3z8m8wvwoadzy.png; https://utfc.ru/upload/resize_cache/iblock/473/140_140_0/rzzwrptkx17j8oggwsupcz129r8xsuxd.png; https://utfc.ru/upload/resize_cache/iblock/4d6/140_140_0/gmssa365vnt9h8do0twv21kjyvj7xtry.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c7a/go9su03wodbfbz8e8xb3z8m8wvwoadzy.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""570 мм"", ""Высота:"": ""1130-1230 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m242_morioka_green/
Кресло UTFC Номи М-317 черный пластик (черный),,M317_nomy,https://utfc.ru/upload/resize_cache/iblock/a08/140_140_0/h80jva80v49e4oau2yr12iwfjtc4845w.png; https://utfc.ru/upload/resize_cache/iblock/084/140_140_0/533apl3spbt09xip0htotwo5x7tle2oi.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a08/h80jva80v49e4oau2yr12iwfjtc4845w.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4d5/ph7wq2x3s915zb6wz1yjuosoxxp7ib79.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/084/533apl3spbt09xip0htotwo5x7tle2oi.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5da/gg8jz9kiagd3so63cpxobdhtl4mfnwud.webp; https://utfc.ru/upload/resize_cache/iblock/5e4/140_140_0/1r43k0kcr2w9exb1nx8nikcejtdtj6qm.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5e4/1r43k0kcr2w9exb1nx8nikcejtdtj6qm.webp; https://utfc.ru/upload/resize_cache/iblock/5da/140_140_0/gg8jz9kiagd3so63cpxobdhtl4mfnwud.png; https://utfc.ru/upload/resize_cache/iblock/4d5/140_140_0/ph7wq2x3s915zb6wz1yjuosoxxp7ib79.png,,,,,,,"{""Размер:"": {""Ширина:"": ""635 мм"", ""Высота:"": ""990-1090 мм"", ""Глубина:"": ""620 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""720 мм"", ""Высота упаковки:"": ""645 мм"", ""Глубина упаковки:"": ""335 мм"", ""Вес брутто:"": ""13,45 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""720 мм"", ""Высота упаковки:"": ""645 мм"", ""Глубина упаковки:"": ""335 мм"", ""Вес брутто:"": ""13,45 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m317_nomy/
Кресло UTFC Санда М-207 серый пластик (серый),,M207_sanda_gr,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/fdd/ldpm75tu3o6w5dauhby8uvbpmkgnkbw3.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4b6/0neq9j3azevprqg167hb3skkwy7cf9ce.webp; https://utfc.ru/upload/resize_cache/iblock/4d6/140_140_0/rjrdaopo37spuc9lv8r4cng58g7v5scv.png; https://utfc.ru/upload/resize_cache/iblock/4b6/140_140_0/0neq9j3azevprqg167hb3skkwy7cf9ce.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/aeb/71f03y1x0uw5qm0rxxhzope3n6ufi4fk.webp; https://utfc.ru/upload/resize_cache/iblock/aeb/140_140_0/71f03y1x0uw5qm0rxxhzope3n6ufi4fk.png; https://utfc.ru/upload/resize_cache/iblock/fdd/140_140_0/ldpm75tu3o6w5dauhby8uvbpmkgnkbw3.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/327/6i2ta8t7v1hcvui4yuryqow1cg52shvu.webp; https://utfc.ru/upload/resize_cache/iblock/327/140_140_0/6i2ta8t7v1hcvui4yuryqow1cg52shvu.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4d6/rjrdaopo37spuc9lv8r4cng58g7v5scv.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""660 мм"", ""Высота:"": ""1055-1155 мм"", ""Глубина:"": ""570 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""840 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""840 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m207_sanda_gr/
Кресло СН-502 Кембридж Н/п TW-72/Е72-к/Е72-к (серый),,kembrige_np_502,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/155/9blaccqqy7xmvqza2zlf95h36qovtwi3.webp; https://utfc.ru/upload/resize_cache/iblock/155/140_140_0/9blaccqqy7xmvqza2zlf95h36qovtwi3.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/25d/bwbqluv72k2sx2g4c64yj4hnoyehyn0s.webp; https://utfc.ru/upload/resize_cache/iblock/914/140_140_0/drs44116vjtgu2dv06k1uiggwyzi8p1a.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/265/mqe8jmwi98c1hncgzav8q36g2g909i4q.webp; https://utfc.ru/upload/resize_cache/iblock/25d/140_140_0/bwbqluv72k2sx2g4c64yj4hnoyehyn0s.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/914/drs44116vjtgu2dv06k1uiggwyzi8p1a.webp; https://utfc.ru/upload/resize_cache/iblock/265/140_140_0/mqe8jmwi98c1hncgzav8q36g2g909i4q.png; https://utfc.ru/upload/resize_cache/iblock/296/140_140_0/03iwdc86ow178idqygnnnmgmz8f9qhs6.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/296/03iwdc86ow178idqygnnnmgmz8f9qhs6.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""535 мм"", ""Высота:"": ""920 мм"", ""Глубина:"": ""565 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""584 мм"", ""Высота упаковки:"": ""584 мм"", ""Глубина упаковки:"": ""262 мм"", ""Вес брутто:"": ""9,66 кг"", ""Материал упаковки:"": ""Гофрокартон, полиэтилен"", ""Объём:"": ""0,19 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""584 мм"", ""Высота упаковки:"": ""584 мм"", ""Глубина упаковки:"": ""262 мм"", ""Вес брутто:"": ""9,66 кг"", ""Материал упаковки:"": ""Гофрокартон, полиэтилен"", ""Объём:"": ""0,19 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/kembrige_np_502/
Кресло СН-502 Кембридж Н/п хром TW-72/Е72-к/Е72-к (серый),,kembrige_np_ch_502,https://utfc.ru/upload/resize_cache/iblock/c24/140_140_0/t7ymx7iieb6togrr0bnyc8labi0agzam.png; https://utfc.ru/upload/resize_cache/iblock/47f/140_140_0/qhf2zbu9e9kkg9ystts7udi64nfwms2l.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c24/t7ymx7iieb6togrr0bnyc8labi0agzam.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5b9/0ldqbob60yhvrlc6xiopi9g6vt08yhgj.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/47f/qhf2zbu9e9kkg9ystts7udi64nfwms2l.webp; https://utfc.ru/upload/resize_cache/iblock/5b9/140_140_0/0ldqbob60yhvrlc6xiopi9g6vt08yhgj.png; https://utfc.ru/upload/resize_cache/iblock/93b/140_140_0/aav5sldycl2lpb7xbjwdn5bze7iocoml.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/aec/q19wu4gbu4nwq05x7upmt60owqpo6y4a.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/93b/aav5sldycl2lpb7xbjwdn5bze7iocoml.webp; https://utfc.ru/upload/resize_cache/iblock/aec/140_140_0/q19wu4gbu4nwq05x7upmt60owqpo6y4a.png,,,,,,,"{""Размер:"": {""Ширина:"": ""535 мм"", ""Высота:"": ""920 мм"", ""Глубина:"": ""565 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""584 мм"", ""Высота упаковки:"": ""584 мм"", ""Глубина упаковки:"": ""262 мм"", ""Вес брутто:"": ""9,66 кг"", ""Материал упаковки:"": ""Гофрокартон, полиэтилен"", ""Объём:"": ""0,19 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""584 мм"", ""Высота упаковки:"": ""584 мм"", ""Глубина упаковки:"": ""262 мм"", ""Вес брутто:"": ""9,66 кг"", ""Материал упаковки:"": ""Гофрокартон, полиэтилен"", ""Объём:"": ""0,19 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/kembrige_np_ch_502/
Кресло МС-040 Директ Лайт Н/п хром Z11/TW-01/Е11-к (черный),,direkt_light_np_ch,https://utfc.ru/upload/resize_cache/iblock/58b/140_140_0/8kemsbmm5ia7y66grbakdew55poe2rqz.png; https://utfc.ru/upload/resize_cache/iblock/5a1/140_140_0/0ruq9z6r5s3x05e86oqbekdvd3t7expy.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5a1/0ruq9z6r5s3x05e86oqbekdvd3t7expy.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/58a/ftgytz6o8ai17fy98kq4fo1fhbknxhta.webp; https://utfc.ru/upload/resize_cache/iblock/6d1/140_140_0/2v1tx029mrz6wji6v4aqgvdh2wgzpqrq.png; https://utfc.ru/upload/resize_cache/iblock/f68/140_140_0/9ubsx3hqh0hf35s80q8ijhqjfu7hh6qn.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/6d1/2v1tx029mrz6wji6v4aqgvdh2wgzpqrq.webp; https://utfc.ru/upload/resize_cache/iblock/58a/140_140_0/ftgytz6o8ai17fy98kq4fo1fhbknxhta.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/58b/8kemsbmm5ia7y66grbakdew55poe2rqz.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f68/9ubsx3hqh0hf35s80q8ijhqjfu7hh6qn.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""600 мм"", ""Высота:"": ""945 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""614 мм"", ""Высота упаковки:"": ""655 мм"", ""Глубина упаковки:"": ""312 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""614 мм"", ""Высота упаковки:"": ""655 мм"", ""Глубина упаковки:"": ""312 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/direkt_light_np_ch/
Кресло МС-040 Директ Люкс В хром Ср Z11/TW-01/Е11-к (черный),,direkt_lux_v_ch,https://utfc.ru/upload/resize_cache/iblock/60d/140_140_0/60d9e39c20aab1db95ca17a85108cd56.png; https://utfc.ru/upload/iblock/835/835ce1ccb10209ca11a826761a560ecd.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/337/337fc78afb3fc7657241b0122ecd1443.webp; https://utfc.ru/upload/resize_cache/iblock/835/140_140_0/835ce1ccb10209ca11a826761a560ecd.png; https://utfc.ru/upload/resize_cache/iblock/337/140_140_0/337fc78afb3fc7657241b0122ecd1443.png; https://utfc.ru/upload/resize_cache/iblock/f89/140_140_0/f89d69121454ceb101aba5e84626cd31.png; https://utfc.ru/upload/iblock/60d/60d9e39c20aab1db95ca17a85108cd56.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f89/f89d69121454ceb101aba5e84626cd31.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""600 мм"", ""Высота:"": ""1170-1270 мм"", ""Глубина:"": ""640 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,17 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""910 мм"", ""Высота упаковки:"": ""690 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,17 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/direkt_lux_v_ch/
Кресло МС-040 Директ Лайт Н хром Ср Z11/TW-01/Е11-к (черный),,direkt_light_n_ch,https://utfc.ru/upload/resize_cache/iblock/352/140_140_0/352e8fd3155264200e5ebe3491e9f36a.png; https://utfc.ru/upload/resize_cache/iblock/010/140_140_0/01019d9a0326f6cf692a2fe8325fefc9.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/352/352e8fd3155264200e5ebe3491e9f36a.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/90c/90ce45d83f61ae7dbc0f218018cfaca0.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c7a/c7a1d834fbe666b7129a9536b693d580.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8ff/8ff25f7e867fdb210e1696a7a5f1cdfc.webp; https://utfc.ru/upload/resize_cache/iblock/c7a/140_140_0/c7a1d834fbe666b7129a9536b693d580.png; https://utfc.ru/upload/resize_cache/iblock/8ff/140_140_0/8ff25f7e867fdb210e1696a7a5f1cdfc.png; https://utfc.ru/upload/resize_cache/iblock/90c/140_140_0/90ce45d83f61ae7dbc0f218018cfaca0.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/010/01019d9a0326f6cf692a2fe8325fefc9.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""635 мм"", ""Высота:"": ""910-1010 мм"", ""Глубина:"": ""650 мм"", ""Нагрузка:"": ""до 150 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""12 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""12 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/direkt_light_n_ch/
